sact_id|act_id|sact_text
236|39|using what chance offers
237|39|seeing life's threads weave together
238|39|finding opportunity in an accident
239|39|opening to luck
240|39|sensing the action of fate
241|39|witnessing miracles
242|40|reversing
243|40|moving in a different direction
244|40|turning things around
245|40|having a change in fortune
246|40|altering the present course
247|40|being surprised at a turn of events
248|41|experiencing change
249|41|having the tempo of life speed up
250|41|being swept up in new developments
251|41|rejoining the world of activity
252|41|getting involved
253|42|insisting on fairness
254|42|acting on ethical principles
255|42|being involved in legal concerns
256|42|committing to honesty
257|42|seeking equality
258|42|being impartial
259|42|trying to do what is right
260|43|settling old accounts and debts
261|43|being accountable
262|43|acknowledging the truth
263|43|admitting involvement
264|43|handling the situation
265|43|doing what has to be done
266|44|weighing all sides of an issue
267|44|setting a course for the future
268|44|balancing all factors
269|44|determining right action
270|44|choosing with full awareness
271|45|having an emotional release
272|45|accepting what is
273|45|surrendering to experience
274|45|ending the struggle
275|45|being vulnerable and open
276|45|giving up control
277|45|accepting God's will
278|46|turning the world around
279|46|changing your mind
280|46|overturning old priorities
281|46|seeing from a new angle
282|46|upending the old order
283|46|doing an about-face
284|47|pausing to reflect
285|47|feeling outside of time
286|47|taking time to just be
287|47|giving up urgency
288|47|living in the moment
289|47|waiting for the best opportunity
290|48|closing one door to open another
291|48|bringing something to a close
292|48|completing a chapter
293|48|concluding unfinished business
294|48|putting the past behind you
295|48|having a parting of the ways
296|49|changing status
297|49|moving from the known to the unknown
298|49|being cast adrift
299|49|waiting in an in-between state
300|49|being in the middle
301|50|cutting out what isn't necessary
302|50|shedding old attitudes
303|50|getting down to bare bones
304|50|concentrating on essentials
305|50|getting back to basics
306|51|finding the middle ground
307|51|showing moderation
308|51|avoiding excess
309|51|mitigating a harsh position
310|51|looking for the golden mean
311|51|reaching a compromise
312|51|offsetting an extreme
313|52|experiencing harmony
314|52|achieving equilibrium
315|52|bringing together opposites
316|52|recognizing all sides
317|52|fostering cooperation
318|52|feeling centered and secure
319|53|renewing energy and vigor
320|53|healing
321|53|enjoying well-being
322|53|recovering
323|53|flourishing
324|54|gathering together what is needed
325|54|joining with others
326|54|consolidating
327|54|finding the right mix
328|54|creating synthesis
329|54|getting it all together
330|55|accepting an unwanted situation
331|55|being obsessed
332|55|feeling tied down against your will
333|55|losing independence
334|55|allowing yourself to be controlled
335|55|being addicted and enslaved
336|55|submitting to another
337|56|being caught up in appearances
338|56|believing only in the physical
339|56|forgetting the spiritual
340|56|getting and spending
341|56|overindulging the senses
342|57|being unaware
343|57|operating within a narrow range
344|57|experiencing limitation
345|57|choosing to stay in the dark
346|57|fearing the unknown
347|57|being taken in by appearances
348|58|believing the worst
349|58|despairing
350|58|lacking faith
351|58|seeing a cold world
352|58|thinking negatively
353|58|foreseeing a bleak future
354|58|doubting
355|59|experiencing upheaval
356|59|having plans disrupted
357|59|being surprised
358|59|undergoing a crisis
359|59|having routines shaken up
360|59|being in chaos
361|60|exploding
362|60|having an emotional outburst
363|60|erupting in anger
364|60|crashing through ego defenses
365|60|breaking through pretense
366|60|letting everything go
367|61|being humbled
368|61|experiencing a crash
369|61|toppling from the heights
370|61|having a downturn in fortune
371|61|suffering a blow to the ego
372|62|suddenly realizing the truth
373|62|exposing what was hidden
374|62|having a burst of insight
375|62|seeing through illusions
376|62|getting the answer
377|62|seeing everything in a flash
378|63|having faith in the future
379|63|thinking positively
380|63|believing
381|63|counting your blessings
382|63|seeing the light at the end of the tunnel
383|63|feeling great expectation
384|63|looking forward to success
385|64|regaining motivation
386|64|realizing an inner strength
387|64|seeing the way clear
388|64|being stimulated to a higher level
389|64|creating
390|64|receiving the answer
391|65|wanting to give or share
392|65|spreading the wealth
393|65|opening your heart
394|65|giving back what you have received
395|65|letting love flow freely
396|65|offering with no reservations
397|65|holding nothing back
398|66|experiencing peace of mind
399|66|relaxing
400|66|finding your still center
401|66|remaining untroubled
402|66|savoring perfect calm
403|66|being tranquil amid trouble
404|66|enjoying harmony
405|67|releasing inner demons
406|67|feeling a nameless apprehension
407|67|suffering from phobias
408|67|giving in to the shadow self
409|67|lacking courage
410|67|being overcome by anxieties
411|68|accepting a false picture
412|68|deceiving yourself
413|68|having unrealistic ideas
414|68|misapprehending the truth
415|68|experiencing distortions
416|68|chasing after a fantasy
417|69|having vivid dreams or visions
418|69|opening to fantasy
419|69|plumbing the unconscious
420|69|entertaining unusual thoughts
421|69|being outlandish and bizarre
422|70|losing direction and purpose
423|70|having trouble thinking clearly
424|70|becoming confused
425|70|being easily distracted
426|70|feeling disoriented
427|70|wandering aimlessly
428|71|understanding
429|71|finding the sense behind the chaos
430|71|attaining a new level of insight
431|71|having an intellectual breakthrough
432|71|getting to the heart of the matter
433|71|realizing the truth
434|72|achieving prominence
435|72|being singled out for notice
436|72|having a personal moment of glory
437|72|setting an outstanding example
438|72|shining forth brilliantly
439|72|demonstrating distinction
440|72|becoming the center of attention
441|73|becoming radiantly energized
442|73|bursting with enthusiasm
443|73|experiencing joy
444|73|feeling invigorated
445|73|getting charged up
446|73|enjoying great health
447|74|feeling free and expansive
448|74|honoring your true self
449|74|knowing you can succeed
450|74|being confident
451|74|believing in your worth
452|74|trusting your abilities
453|74|forgiving yourself
454|75|having a day of reckoning
455|75|separating the wheat from the chaff
456|75|making an honest appraisal
457|75|getting off the fence
458|75|using critical faculties
459|75|taking a stand
460|75|making hard choices
461|76|awakening to possibilities
462|76|transforming
463|76|enjoying renewed hope
464|76|making a fresh start
465|76|seeing everything in a new light
466|76|discovering joy
467|77|recognizing your true vocation
468|77|feeling inner conviction
469|77|feeling an impulse to act
470|77|deciding to make a difference
471|77|feeling drawn in a new direction
472|77|knowing what you must do
473|77|answering a need
474|78|feeling cleansed and refreshed
475|78|releasing guilts and sorrows
476|78|forgiving yourself and others
477|78|atoning for past mistakes
478|78|unburdening yourself
479|78|feeling sins washed away
480|79|experiencing wholeness
481|79|bringing parts together
482|79|achieving dynamic balance
483|79|combining
484|79|creating synthesis
485|79|joining together
486|79|working in unison
487|80|realizing your goals
488|80|prospering
489|80|achieving your heart's desire
490|80|seeing dreams come true
491|80|flourishing
492|80|finding a beautiful solution
493|81|contributing
494|81|healing
495|81|rendering a service
496|81|using a gift or talent
497|81|sharing what you have
498|81|giving of yourself
499|81|feeling engaged
500|81|being active
501|82|savoring the present
502|82|taking pleasure in life
503|82|enjoying peace of mind
504|82|getting satisfaction
505|82|finding contentment
506|82|counting your blessings
507|83|inventing a better way
508|83|expanding your potential
509|83|opening to greater possibilities
510|83|conceiving a dream
511|83|expressing yourself
512|83|stimulating your imagination
513|83|allowing a talent to unfold
514|83|coming up with a solution
515|84|feeling fired up and eager
516|84|creating an aura of excitement
517|84|being ready to tackle the world
518|84|inspiring others
519|84|sustaining optimism
520|84|giving 110%
521|85|believing in yourself
522|85|feeling assured of your abilities
523|85|being sure of success
524|85|having high self-esteem
525|85|having faith in your path
526|85|knowing things will work out
527|86|tackling a challenging task
528|86|going beyond your limits
529|86|being true to your beliefs
530|86|daring to take a stand
531|86|facing your fears
532|86|going for it
533|87|commanding attention and respect
534|87|directing those around you
535|87|holding the world in your hands
536|87|wielding influence
537|87|calling the shots
538|87|having authority
539|87|swaying others to your position
540|87|being able to achieve your goals
541|88|daring to do what you want
542|88|taking a risk
543|88|gambling events will go your way
544|88|confronting the situation head-on
545|88|taking the initiative
546|88|speaking your mind
547|88|facing fear directly
548|88|taking the bull by the horns
549|88|seizing the day
550|89|doing what no one else has done
551|89|creating your own style
552|89|being a pioneer
553|89|taking a different approach
554|89|inventing something new
555|89|diverging from the crowd
556|89|marching to a different drummer
557|90|seeking out uncharted areas
558|90|going in quest of new adventure
559|90|expanding horizons
560|90|leaving the secure behind
561|90|tackling something different
562|91|being visionary
563|91|looking for greater possibilities
564|91|planning ahead
565|91|knowing what to expect
566|91|getting a premonition
567|91|anticipating obstacles
568|91|taking the long view
569|92|showing others the way
570|92|taking the main role
571|92|providing needed direction
572|92|rallying the group behind you
573|92|assuming a responsible position
574|92|setting an example
575|92|serving as a representative
576|93|rejoicing over a happy event
577|93|recognizing a success
578|93|observing an anniversary, milestone or special time
579|93|congratulating on a job well-done
580|93|reflecting on accomplishments
581|93|enjoying some well-deserved rewards
582|93|taking part in a ceremony or rite
583|94|getting out of an oppressive situation
584|94|breaking free of bonds
585|94|cutting loose
586|94|opening to new possibilities
587|94|escaping unhappy circumstances
588|94|claiming self-determination
589|94|letting go of limitations
590|95|bubbling over with delight
591|95|feeling thrilled
592|95|look forward expectantly
593|95|getting caught up in the moment
594|95|feeling jubilant
595|95|relishing the moment
596|95|being surprised
597|96|feeling everyone is at cross-purposes
598|96|being torn by dissension
599|96|quarreling, arguing and bickering
600|96|becoming embroiled in a debate
601|96|being at odds with others
602|96|quibbling over details
603|97|feeling the thrill of the contest
604|97|going against an opponent
605|97|rising to the challenge
606|97|being involved in a game or sport
607|97|trying to outdo yourself
608|97|going for the gold
609|97|looking for a fight
610|97|having a rival
611|97|being challenged by an upstart
612|98|getting annoyed by demands
613|98|having minor setbacks
614|98|needing to take care of details
615|98|suffering from irritations
616|98|being bothered by trivialities
617|99|having your day in the sun
618|99|being vindicated
619|99|walking away with the prize
620|99|prevailing against all comers
621|99|coming out on top
622|99|achieving success
623|100|being acknowledged
624|100|getting a pat on the back
625|100|receiving an award or citation
626|100|getting praise or a compliment
627|100|earning applause
628|100|achieving recognition
629|101|enjoying healthy self-esteem
630|101|strutting your stuff
631|101|holding your head up high
632|101|feeling worthy of notice
633|101|having a high opinion of yourself
634|101|putting yourself above others
635|101|being arrogant
636|101|condescending
637|101|feeling self-important
638|102|going after what you want
639|102|asserting yourself
640|102|taking the offensive
641|102|firing the first shot
642|102|fighting
643|102|making your point forcefully
644|102|seizing the advantage
645|103|holding out against pressure
646|103|defending your position
647|103|opposing all challengers
648|103|combating criticism
649|103|refusing to yield
650|103|"saying ""No!"""
651|103|resisting authority
652|104|being sure
653|104|having a fixed position
654|104|demonstrating strong character
655|104|standing up for what you believe
656|104|knowing you are right
657|104|acting resolutely
658|104|being firm
659|105|making your move
660|105|striking while the iron is hot
661|105|declaring yourself openly
662|105|putting plans into action
663|105|rushing into a new area
664|105|moving into high gear
665|105|getting caught up in change
666|106|culminating an effort
667|106|having all elements come together
668|106|closing out an activity
669|106|experiencing a grand finale
670|106|finding a successful resolution
671|106|completing unfinished business
672|107|getting an important message
673|107|obtaining a needed bit of information
674|107|finding the missing puzzle piece
675|107|discovering the truth
676|107|having a meaningful conversation
677|107|learning more
678|108|assuming ill will
679|108|expecting the worst
680|108|taking extra precautions
681|108|being paranoid
682|108|feeling wary and guarded
683|108|protecting others
684|108|remembering past attacks
685|109|persisting despite all setbacks
686|109|"refusing to take ""no"" for an answer"
687|109|seeing something through to the end
688|109|getting knocked down, then standing up
689|109|keeping your resolve
690|109|trying repeatedly
691|110|continuing despite fatigue
692|110|holding fast
693|110|drawing on hidden reserves
694|110|holding together through force of will
695|110|demonstrating physical strength
696|110|keeping up the pace
697|111|trying to do too much
698|111|"refusing to say ""no"""
699|111|taking all the blame
700|111|assuming another's debt
701|111|doing the lion's share
702|111|having to work overtime
703|111|shouldering all the work
704|111|being saddled with an extra load
705|112|never having time to relax
706|112|feeling tied to a treadmill
707|112|being taxed to the limit
708|112|assuming responsibility
709|112|being held accountable
710|112|carrying out an unpleasant duty
711|112|cleaning up a messy situation
712|112|being left holding the bag
713|113|fighting uphill
714|113|doing everything the hard way
715|113|experiencing resistance
716|113|pushing against the current
717|113|having to work for every gain
718|113|finding that nothing comes easily
719|113|laboring
720|114|take a novel approach
721|114|be original
722|114|invent
723|114|find a new area of self-expression
724|114|use your art
725|114|come up with a solution
726|114|go in a new direction
727|115|jump in wholeheartedly
728|115|get excited
729|115|show optimism
730|115|be the first to volunteer
731|115|be passionate
732|115|get your blood flowing
733|116|tackle a challenge
734|116|"say ""yes, I can"""
735|116|believe in yourself
736|116|stretch your envelope
737|116|move beyond doubts
738|116|focus on success
739|116|know that where there's a will, there's a way
740|117|take a risk
741|117|be daring
742|117|have an adventure
743|117|avoid the sure thing
744|117|take assertive action
745|117|be a leader
746|117|overcome a fear
747|118|is physically attractive..........focuses on style and appearance
748|118|disarms opposition with a smile..........can be thoughtless and insensitive
749|118|is sexy and seductive..........pursues sexual conquests
750|118|generates glamour and excitement..........avoids deep or serious matters
751|118|is honey-tongued..........may say or do what's expedient
752|119|totally lacks self-doubt..........overestimates abilities
753|119|has a can-do attitude..........may boast and brag
754|119|is convinced of his or her talent..........exaggerates accomplishments
755|119|is self-assured at all times..........is brash and nervy
756|119|doesn't sweat the small stuff..........is sometimes presumptuous
757|120|will risk anything without fear..........is reckless and rash
758|120|will tackle what others avoid..........will endanger self and others
759|120|is the first to volunteer for danger..........doesn't give danger due respect
760|120|loves being a hero..........is impetuous
761|120|boldly goes where no one has gone before..........is a daredevil
762|121|loves travel and new experiences..........is never content to be still
763|121|seeks novelty and change..........can't set down roots or make ties
764|121|makes things happen..........lacks inner peace and serenity
765|121|rises to every challenge..........won't stop to smell the roses
766|121|is footloose and fancy-free..........must have constant stimulation
767|122|is easily roused to action..........angers easily
768|122|feels strong loyalties..........is too ready for a fight
769|122|feels everything powerfully..........lashes out when riled
770|122|takes a vocal stand..........often acts without thinking
771|122|jumps in with both feet.........may have a chip on his or her shoulder
772|123|is appealing and popular
773|123|creates a powerful first impression
774|123|makes friends easily
775|123|has great sex appeal
776|123|is warm and outgoing
777|124|is loaded with enthusiasm
778|124|tackles a task with total dedication
779|124|gives the utmost in any situation
780|124|is open and sincere
781|124|doesn't hold anything back
782|125|leads a busy and active life
783|125|is vigorous and strong
784|125|radiates health and vitality
785|125|has an inner vibrancy
786|125|is a natural athlete
787|126|is optimistic and upbeat
788|126|has an encouraging word for all
789|126|brightens whatever room he or she is in
790|126|has a warm and sunny disposition
791|126|can shake off the blues easily
792|127|quietly demonstrates self-confidence
793|127|handles any situation with aplomb
794|127|can't be easily rattled or provoked
795|127|is spontaneous and gracious in defeat
796|127|has faith in his or her abilities
797|128|develops innovative projects and ideas
798|128|opens up new areas of experience
799|128|has natural artistic ability
800|128|uses self-expression for useful purposes
801|128|masterminds new strategies
802|128|is original and inventive
803|129|communicates enthusiasm
804|129|creates an atmosphere of excitement
805|129|sets an example others want to follow
806|129|instills confidence
807|129|is a powerful, natural leader
808|130|seems to dominate the environment
809|130|has a commanding presence
810|130|is assertive when necessary
811|130|earns respect and willing compliance
812|130|carries authority naturally
813|131|is often showy and theatrical
814|131|enjoys making the gesture with flair
815|131|naturally becomes the focus of attention
816|131|magnetically attracts others
817|131|is watched, imitated and talked about
818|132|is intrepid
819|132|is willing to take chances when the stakes are high
820|132|confronts opposition directly
821|132|dares to stand and be different
822|132|is unconcerned with what others think
823|132|has the courage of his or her convictions
824|133|getting in touch with your feelings
825|133|letting your heart lead the way
826|133|empathizing with others
827|133|expressing deep feelings
828|133|responding viscerally
829|134|trusting your inner voice
830|134|responding to messages from within
831|134|experiencing direct knowing
832|134|enhancing your psychic awareness
833|134|getting in tune with yourself
834|134|going with your gut reaction
835|135|feeling an attraction grow
836|135|falling in love
837|135|establishing a bond with another
838|135|developing a relationship
839|135|getting close to someone
840|135|going to a deeper level
841|136|expressing affection
842|136|opening yourself to others
843|136|responding sympathetically
844|136|letting your love light shine
845|136|giving to those in need
846|136|getting rid of negativity
847|136|forgiving and forgetting
848|137|joining with another
849|137|celebrating a marriage or union
850|137|cementing a friendship
851|137|establishing a partnership
852|137|working together
853|137|sharing
854|137|helping and being helped
855|137|seeing commonalities
856|138|healing a severed relationship
857|138|bringing together opposites
858|138|letting bygones be bygones
859|138|coming to a satisfactory agreement
860|138|declaring peace
861|138|forgiving and forgetting
862|139|recognizing a bond that is developing
863|139|accepting your preferences
864|139|letting yourself be drawn in
865|139|moving toward
866|139|feeling a positive response
867|140|bursting with energy
868|140|being in the flow
869|140|celebrating
870|140|overflowing with high spirits
871|140|feeling on top of the world
872|140|dancing and singing
873|140|putting yourself out there
874|141|getting together with people you like
875|141|experiencing camaraderie
876|141|extending/receiving hospitality
877|141|sharing
878|141|finding companions
879|141|trusting others
880|141|relying on outside help
881|142|taking part in a support group
882|142|developing a team spirit
883|142|working together
884|142|uniting with others
885|142|forming a group bond
886|142|helping each other
887|142|discovering a common goal
888|142|being neighborly
889|143|concentrating on your own feelings
890|143|wanting for yourself
891|143|being unaware of others
892|143|giving out little
893|143|withholding affection
894|143|seeing only your point of view
895|143|ignoring gifts and blessings
896|144|passively accepting
897|144|losing interest
898|144|feeling disengaged
899|144|making little effort
900|144|finding life stale and flat
901|144|lacking motivation
902|144|feeling little desire
903|145|being introspective
904|145|meditating
905|145|dreaming
906|145|contemplating
907|145|pausing to reflect
908|145|getting lost in reverie
909|145|withdrawing from involvement
910|145|losing outer awareness
911|146|letting go of a hope
912|146|giving up the win
913|146|experiencing a setback
914|146|being defeated
915|146|having a possession taken away
916|146|saying good-bye
917|147|breaking up a relationship
918|147|feeling deprived of love
919|147|longing to be reunited
920|147|grieving
921|147|feeling sorrow
922|148|being disappointed by events
923|148|crying over spilt milk
924|148|wanting to turn back the clock
925|148|wishing for what might have been
926|148|believing you made the wrong choice
927|148|acknowledging mistakes
928|149|acting kindly or charitably
929|149|doing a good turn for another
930|149|sharing what you have
931|149|having a noble impulse
932|149|receiving a gift
933|149|feeling blessed
934|149|being well-intentioned
935|150|feeling simple contentment
936|150|surrounding yourself with goodness
937|150|being blissfully unaware
938|150|having a clear conscience
939|150|shunning corruption
940|150|being acquitted
941|150|appreciating simple joys
942|151|being with a child or young person
943|151|feeling carefree
944|151|being taken care of
945|151|feeling nostalgic
946|151|indulging in play
947|151|enjoying youthful activities
948|151|having a baby
949|152|creating fantasies
950|152|dreaming
951|152|getting caught up in illusions
952|152|letting your imagination run wild
953|152|kidding yourself about the facts
954|152|building castles in the air
955|152|waiting for your ship to come in
956|152|lacking focus and commitment
957|152|avoiding putting ideas to the test
958|153|being offered many alternatives
959|153|facing an array of choices
960|153|believing in limitless possibilities
961|153|looking at a wide open field
962|153|getting to pick and choose
963|154|overindulging
964|154|letting everything go
965|154|becoming disorganized
966|154|eating/drinking/partying to excess
967|154|neglecting your health
968|154|entering into addictive patterns
969|154|being inclined toward indolence
970|154|being lazy
971|154|procrastinating
972|155|focusing on personal truth
973|155|leaving the rat race
974|155|looking for answers
975|155|concentrating on what is important
976|155|starting on a journey of discovery
977|155|finding out the facts
978|155|devoting more time to the spiritual
979|156|realizing the current cycle is over
980|156|abandoning a hopeless situation
981|156|disentangling yourself
982|156|starting on a trip of unknown length
983|156|letting go
984|156|finishing up and walking away
985|157|feeling drained by demands
986|157|dragging through the day
987|157|feeling tired and listless
988|157|lacking energy
989|157|losing hope
990|157|getting weighed down by worries
991|157|becoming burned out
992|158|achieving what you desire
993|158|obtaining your goal
994|158|getting what you <i>think</i> you want
995|158|having your dream come true
996|159|indulging in a little smugness
997|159|enjoying the situation just as it is
998|159|feeling pleased as punch
999|159|getting the results you hoped for
1000|159|feeling all's well with the world
1001|159|being contented
1002|160|experiencing luxury
1003|160|savoring a delicious meal
1004|160|appreciating the arts
1005|160|making love
1006|160|relaxing
1007|160|experiencing beauty
1008|160|enjoying physical exertion
1009|161|embracing happiness
1010|161|having a sense of well-being
1011|161|radiating love
1012|161|delighting in good fortune
1013|161|counting your blessings
1014|161|expressing delight
1015|162|experiencing serenity
1016|162|doing away with hostilities
1017|162|restoring harmony
1018|162|reducing stress and tension
1019|162|feeling contented and at ease
1020|162|calling a truce
1021|162|relaxing
1022|163|working for peace in the home
1023|163|going on a family event
1024|163|reaffirming a family commitment
1025|163|supporting a relative in need
1026|163|bonding with family members
1027|163|forgiving someone in the family
1028|164|be moved or touched
1029|164|let your feelings show
1030|164|respond to beauty
1031|164|be sentimental or romantic
1032|164|shed your detachment
1033|164|let your heart lead the way
1034|165|receive guidance from within
1035|165|act on a hunch
1036|165|remember your dreams
1037|165|have a psychic experience
1038|165|experience direct knowing
1039|165|trust your gut reaction
1040|166|start or renew a love affair
1041|166|meet someone you're attracted to
1042|166|get closer to someone
1043|166|go beyond formalities
1044|166|have a special moment of togetherness
1045|166|solidify a friendship
1046|166|share something personal
1047|167|make a thoughtful gesture
1048|167|express sympathy and understanding
1049|167|forgive yourself
1050|167|forgive someone who has hurt you
1051|167|apologize to someone you have hurt
1052|167|reach out and touch someone
1053|167|mend a broken relationship
1054|167|brighten someone's day
1055|167|respond with caring rather than anger
1056|167|refuse to judge or condemn
1057|168|idealizes love..........lacks self-restraint
1058|168|emphasizes feelings..........is often jealous
1059|168|concentrates on the poetry of life..........tends to be gushy and melodramatic
1060|168|remembers special occasions..........blows hot and cold in affections
1061|168|expresses sentiments beautifully..........brings flowers, but forgets to put gas in the car
1062|169|can tap the fertile unconscious..........indulges in idle daydreams
1063|169|looks beyond the obvious..........has big ideas that come to nothing
1064|169|never takes the mundane path..........has an unrealistic approach
1065|169|spins marvelous tales..........has an overactive imagination
1066|169|is visionary..........can shade the truth
1067|170|is aware of moods and feelings..........is prone to mood swings
1068|170|helps others open up..........can be petulant and sulky
1069|170|responds deeply to life..........gels melancholy and depressed
1070|170|understands the pains of others..........broods excessively
1071|170|is tactful and diplomatic..........takes offense easily
1072|171|appreciates beauty in all forms..........leaves dirty work to others
1073|171|seeks the finest..........can't face unpleasantness
1074|171|creates a pleasing environment..........lacks robust good health
1075|171|understands subtlety..........emphasizes style over substance
1076|171|is suave and gracious..........gets overwhelmed by pressure
1077|172|values the inner life..........focuses inward to excess
1078|172|tries to understand why..........avoids active participation
1079|172|questions motivations..........is driven to self-examination
1080|172|seeks self-improvement..........exaggerates personal failings
1081|172|sees below the surface..........can't relax around others
1082|173|turns away wrath with caring
1083|173|is unconditionally accepting
1084|173|is sensitive to the feelings of others
1085|173|dispels anger and hate
1086|173|has infinite patience
1087|174|is easily moved by another's pain
1088|174|reacts with sensitivity and compassion
1089|174|is kind and gentle with all creatures
1090|174|can never turn away someone in need
1091|174|feels what others are feeling
1092|175|is always tuned to emotional undercurrents
1093|175|senses the climate of a situation
1094|175|is guided by the heart
1095|175|trusts an inner sense of what is true
1096|175|understands without having to ask
1097|176|is open to the unconscious
1098|176|has a well-developed sixth sense
1099|176|can have a telepathic bond with another
1100|176|has a finely-tuned sensibility
1101|176|is a natural medium
